,id,value_id,value_name,attribute_group_id,source,name,value_struct,values,attribute_group_name,value_struct.number,value_struct.unit
434,FULL_BATHROOMS,,1,FIND,1505,Baños,,"[{'id': None, 'name': '1', 'struct': None, 'source': 1505}]",Ficha técnica,,
435,ROOMS,,2,FIND,1505,Ambientes,,"[{'id': None, 'name': '2', 'struct': None, 'source': 1505}]",Ficha técnica,,
436,TOTAL_AREA,,30 m²,FIND,1505,Superficie total,,"[{'source': 1505, 'id': None, 'name': '30 m²', 'struct': {'number': 30, 'unit': 'm²'}}]",Ficha técnica,30.0,m²
437,OPERATION,242073,Alquiler,MAIN,1,Operación,,"[{'struct': None, 'source': 1, 'id': '242073', 'name': 'Alquiler'}]",Principales,,
438,PROPERTY_TYPE,242062,Departamento,MAIN,1,Inmueble,,"[{'id': '242062', 'name': 'Departamento', 'struct': None, 'source': 1}]",Principales,,
439,WITH_VIRTUAL_TOUR,242084,No,OTHERS,1572,Tour virtual,,"[{'id': '242084', 'name': 'No', 'struct': None, 'source': 1572}]",Otros,,
440,HAS_TELEPHONE_LINE,242084,No,CARACTERISTICAS,1572,Línea telefónica,,"[{'struct': None, 'source': 1572, 'id': '242084', 'name': 'No'}]",Características adicionales,,
441,HAS_AIR_CONDITIONING,242085,Sí,COMOYAMEN,1572,Aire acondicionado,,"[{'id': '242085', 'name': 'Sí', 'struct': None, 'source': 1572}]",Comodidades y amenities,,
442,BEDROOMS,,0,FIND,7092,Dormitorios,,"[{'id': None, 'name': '0', 'struct': None, 'source': 7092}]",Ficha técnica,,
443,COVERED_AREA,,60 m²,FIND,7092,Superficie cubierta,,"[{'id': None, 'name': '60 m²', 'struct': {'unit': 'm²', 'number': 60}, 'source': 7092}]",Ficha técnica,60.0,m²
444,FULL_BATHROOMS,,1,FIND,7092,Baños,,"[{'id': None, 'name': '1', 'struct': None, 'source': 7092}]",Ficha técnica,,
445,ROOMS,,3,FIND,7092,Ambientes,,"[{'id': None, 'name': '3', 'struct': None, 'source': 7092}]",Ficha técnica,,
446,TOTAL_AREA,,65 m²,FIND,7092,Superficie total,,"[{'name': '65 m²', 'struct': {'number': 65, 'unit': 'm²'}, 'source': 7092, 'id': None}]",Ficha técnica,65.0,m²
447,OPERATION,242073,Alquiler,MAIN,1,Operación,,"[{'id': '242073', 'name': 'Alquiler', 'struct': None, 'source': 1}]",Principales,,
448,PROPERTY_TYPE,242062,Departamento,MAIN,1,Inmueble,,"[{'struct': None, 'source': 1, 'id': '242062', 'name': 'Departamento'}]",Principales,,
449,ITEM_CONDITION,2230581,Usado,OTHERS,1,Condición del ítem,,"[{'id': '2230581', 'name': 'Usado', 'struct': None, 'source': 1}]",Otros,,
450,WITH_VIRTUAL_TOUR,242084,No,OTHERS,942334329061206,Tour virtual,,"[{'id': '242084', 'name': 'No', 'struct': None, 'source': 942334329061206}]",Otros,,
451,BEDROOMS,,1,FIND,7092,Dormitorios,,"[{'struct': None, 'source': 7092, 'id': None, 'name': '1'}]",Ficha técnica,,
452,COVERED_AREA,,20 m²,FIND,7092,Superficie cubierta,,"[{'struct': {'number': 20, 'unit': 'm²'}, 'source': 7092, 'id': None, 'name': '20 m²'}]",Ficha técnica,20.0,m²
453,FULL_BATHROOMS,,1,FIND,7092,Baños,,"[{'id': None, 'name': '1', 'struct': None, 'source': 7092}]",Ficha técnica,,
454,ROOMS,,1,FIND,7092,Ambientes,,"[{'id': None, 'name': '1', 'struct': None, 'source': 7092}]",Ficha técnica,,
455,TOTAL_AREA,,20 m²,FIND,7092,Superficie total,,"[{'struct': {'number': 20, 'unit': 'm²'}, 'source': 7092, 'id': None, 'name': '20 m²'}]",Ficha técnica,20.0,m²
456,OPERATION,242073,Alquiler,MAIN,1,Operación,,"[{'id': '242073', 'name': 'Alquiler', 'struct': None, 'source': 1}]",Principales,,
457,PROPERTY_TYPE,242062,Departamento,MAIN,1,Inmueble,,"[{'id': '242062', 'name': 'Departamento', 'struct': None, 'source': 1}]",Principales,,
458,WITH_VIRTUAL_TOUR,242084,No,OTHERS,942334329061206,Tour virtual,,"[{'source': 942334329061206, 'id': '242084', 'name': 'No', 'struct': None}]",Otros,,
